edge_type_id target_query source_query target_sections delay model_template distance_range dynamics_params syn_weight
100 pop_name=='Exc' pop_name=='Ext' ['soma'] 0 exp2syn "[0.0, 999.9]" ExcToExc.json 30.0
101 pop_name=='Inh' pop_name=='Ext' ['soma'] 0 exp2syn "[0.0, 999.9]" ExcToInh.json 0.0
