edge_type_id target_query source_query target_sections syn_weight model_template dynamics_params delay distance_range
100 pop_name=='Exc' pop_name=='bgnoisevirtExt' ['soma'] 0.03 exp2syn ExcToExc.json 0 "[0.0, 999.9]"
